participant_id,age,gender,device_type,experience_level,task_success,completion_time_s,sus_q1,sus_q2,sus_q3,sus_q4,sus_q5,sus_q6,sus_q7,sus_q8,sus_q9,sus_q10,ueq_attractiveness,ueq_efficiency,ueq_perspicuity,nasa_tlx_mental,nasa_tlx_temporal,nasa_tlx_frustration,trust_score,ease_of_use,willingness_to_reuse,attention_check_passed,sus_score
P0232,36.0,F,iOS,Beginner,1.0,95.0737772037432,4.0,3.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,5.0,5.0,5.0,7.0,6.575447723097864,16.914203759557633,3.950067875759795,5.907877601893576,6.739852211897549,4.003119266198951,1.0,55.0
P0233,31.0,F,Unknown,Intermediate,1.0,146.12845323679582,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,7.0,4.0,21.0,5.123197358089892,3.950067875759795,4.552288827715138,6.54468864064602,3.112231621207652,1.0,55.0
P0234,38.0,M,Android,Beginner,1.0,219.77071261885828,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,3.0,6.0,5.0,4.0,21.0,5.553132697233809,0.4902380411668332,5.907877601893576,5.133430625110381,4.001512165910928,1.0,47.5
P0235,26.0,M,iOS,Advanced,1.0,104.39150560922263,4.0,5.0,5.0,4.0,4.0,5.0,2.0,5.0,4.0,4.0,6.0,4.0,5.0,9.983032579929084,21.0,3.950067875759795,4.512993806565888,5.810982313789302,5.515904007113698,1.0,40.0
P0236,27.0,Prefer not to say,Android,Beginner,1.0,86.10176919547439,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,6.0,6.0,6.0,21.0,10.005517305148343,3.950067875759795,6.4477634369494705,6.051718756936976,5.854039598274781,1.0,50.0
P0238,38.0,M,iOS,Beginner,1.0,219.77071261885828,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,6.0,7.0,3.0,15.733832119087507,11.146161539273448,8.815782478812402,6.4476487252749894,6.35575449956025,3.861396525886546,1.0,57.5
P0239,28.0,F,Android,Advanced,1.0,33.64411251409856,4.0,5.0,5.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,6.0,3.0,21.0,21.0,3.950067875759795,6.5682270140318595,6.682578540289406,4.811415360880757,1.0,50.0
P0240,36.0,F,Android,Beginner,1.0,219.77071261885828,4.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,6.0,7.297033704046326,6.604496885104893,3.950067875759795,5.907877601893576,6.4662601665345845,4.676417161028713,1.0,55.0
P0241,30.0,F,iOS,Intermediate,1.0,70.89321604748622,3.0,3.0,3.0,2.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,8.935340215610369,5.614499255497362,3.950067875759795,5.907877601893576,4.770317738054061,4.78821485777139,1.0,50.0
P0243,39.0,F,Android,Intermediate,1.0,38.17581077643064,1.0,4.0,3.0,3.0,5.0,4.0,2.0,4.0,5.0,2.0,4.0,4.0,6.0,8.420168405004986,8.309519398210497,3.950067875759795,6.576932561518545,6.6406732569730025,5.9061261241032055,1.0,47.5
P0244,52.0,F,iOS,Intermediate,1.0,72.29049311799263,3.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,11.347357006398497,15.00682822514257,3.950067875759795,5.907877601893576,5.512811560842138,4.388754149385725,1.0,37.5
P0245,41.0,F,Desktop,Intermediate,1.0,22.343324382100377,2.0,5.0,4.0,2.0,4.0,5.0,3.0,4.0,5.0,2.0,5.0,6.0,5.0,3.5973130194361005,21.0,3.950067875759795,5.366177001235074,6.051718756936976,3.302995710691709,1.0,50.0
P0246,53.0,F,iOS,Intermediate,1.0,25.049883006991337,3.0,4.0,5.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,6.0,3.0,7.0,5.976559322060923,9.760740844478732,3.950067875759795,5.907877601893576,6.664450200693981,4.350067194275203,1.0,55.0
P0247,28.0,M,iOS,Intermediate,1.0,219.77071261885828,2.0,4.0,5.0,4.0,5.0,2.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,6.522875505357747,10.129335073168786,3.950067875759795,6.521357967387085,6.051718756936976,5.4331197065840175,1.0,47.5
P0248,32.0,F,Android,Intermediate,1.0,16.453673200411917,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,21.0,21.0,16.0,6.216850314677246,6.051718756936976,6.482133070962238,1.0,47.5
P0249,39.0,F,Android,Beginner,1.0,18.0811626290351,4.0,3.0,5.0,4.0,4.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.909617790494748,7.956424565597795,0.1335527896877133,6.094590430922648,6.862805482680244,5.530143699374654,1.0,62.5
P0250,26.0,M,Desktop,Intermediate,0.0,30.546956133452028,4.0,4.0,4.0,5.0,1.0,4.0,1.0,5.0,3.0,3.0,4.0,6.0,3.0,19.35002207806532,6.173531356762046,6.666395128406637,5.259615093900971,5.138580015882473,5.577905679365086,1.0,30.0
P0251,31.0,Prefer not to say,Desktop,Beginner,0.0,64.87270259201507,4.0,5.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,6.0,6.0,4.0,21.0,5.166536997158977,1.2534519406230846,5.895866068409141,5.348070344535795,4.340549982265943,1.0,40.0
P0252,44.0,F,Android,Intermediate,1.0,101.14655942192896,3.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,1.0,4.0,5.0,5.0,15.012691830584046,13.987997981004124,0.7129463485891847,5.907877601893576,6.953247450116222,6.2354846468473895,1.0,62.5
P0253,37.0,F,iOS,Advanced,1.0,110.34932619638252,5.0,2.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,6.0,5.0,6.131412999177847,8.924043006543025,2.9626077136450633,6.328326513281711,6.051718756936976,5.129647522110329,1.0,47.5
P0254,35.0,M,Unknown,Beginner,0.0,179.17024537330337,4.0,5.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,6.0,5.0,6.820039504273893,8.87816369051017,8.544441655873097,4.1934404823110345,4.955284220336188,4.322528551819594,1.0,50.0
P0255,19.0,Other,iOS,Advanced,1.0,38.47574074858887,4.0,5.0,2.0,5.0,5.0,3.0,2.0,5.0,3.0,3.0,5.0,5.0,7.0,10.617338282466736,5.38218362908057,3.950067875759795,6.3450091440910885,4.807861541004073,5.379805620948411,1.0,37.5
P0256,30.0,M,Android,Beginner,1.0,49.68231418386538,4.0,4.0,2.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,6.0,4.0,3.0,8.12550876692502,9.855642411884311,3.950067875759795,5.907877601893576,6.04717741597071,5.234321646301554,1.0,42.5
P0257,42.0,F,iOS,Intermediate,1.0,43.09682647096067,4.0,5.0,3.0,4.0,4.0,3.0,3.0,1.0,5.0,4.0,6.0,5.0,5.0,12.239153651134934,9.515459275996951,3.950067875759795,4.559053886068371,4.318431838834357,4.767873672316164,1.0,55.0
P0258,27.0,M,iOS,Unknown,1.0,178.77475641876367,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,6.0,18.515510623658457,9.51877834293226,13.92835774632552,5.431503051429535,6.027362986558462,6.3516831690504105,1.0,45.0
P0259,55.0,M,Desktop,Intermediate,1.0,45.724833929461646,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,6.0,7.0,6.0,19.534300506195137,14.689700553159687,5.45818814282099,6.795773441695942,6.051718756936976,3.51990085068356,1.0,52.5
P0260,40.0,M,iOS,Beginner,1.0,219.77071261885828,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,6.0,5.0,5.0,4.296989341188617,7.673889179804975,3.950067875759795,5.907877601893576,6.051718756936976,4.9865441254075975,1.0,50.0
P0261,42.0,F,iOS,Intermediate,1.0,40.10397125996759,5.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,6.0,6.0,20.807056904841005,7.282766463184396,3.950067875759795,5.907877601893576,5.473788423135347,5.767655179921028,1.0,60.0
P0262,56.0,M,Android,Intermediate,1.0,19.0809625514463,1.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,6.0,4.0,12.620184738009533,8.277218516618985,1.3935796897922037,6.960751418106302,6.804346385747431,5.858808074556126,1.0,50.0
P0263,33.0,F,Android,Intermediate,0.0,174.0312798385839,2.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,6.349313775425959,20.49279634677619,10.057854863080426,5.183487056735423,4.7940511397091115,4.740700069364055,1.0,45.0
P0266,46.0,F,Android,Advanced,1.0,151.6370860053598,4.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,6.0,5.0,2.6525619813124703,9.301546323633874,0.0085308155444616,5.907877601893576,6.723253056827564,6.28722015831241,1.0,57.5
P0267,46.0,F,iOS,Intermediate,1.0,59.91455752827119,2.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,4.0,4.0,7.0,6.0,7.0,3.828302868838743,12.275516353664074,3.950067875759795,5.906887727989486,4.378613857006221,4.700689266020504,1.0,42.5
P0268,20.0,F,Android,Advanced,1.0,32.971434254185034,4.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,7.0,6.0,6.0,6.759630507404681,11.060449449021542,3.950067875759795,5.54926087931422,5.634927586965054,4.408999873036011,1.0,55.0
P0270,29.0,Unknown,Android,Beginner,1.0,89.41784937600825,3.0,4.0,5.0,3.0,5.0,5.0,2.0,5.0,1.0,5.0,7.0,5.0,7.0,21.0,9.845858101830904,0.9705441999739436,6.148088292062502,6.823083161912582,5.501913571089146,1.0,35.0
P0273,18.0,M,iOS,Intermediate,1.0,26.373860325336693,4.0,3.0,4.0,2.0,5.0,5.0,3.0,3.0,4.0,5.0,6.0,5.0,6.0,7.56565828831127,6.5335237437104325,3.950067875759795,6.650680442984324,6.051718756936976,4.36538414967802,1.0,55.0
P0274,20.0,F,iOS,Intermediate,1.0,213.99893014938428,3.0,3.0,1.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,6.0,5.0,19.20840075673339,18.997564099114975,0.2454313339925873,5.907877601893576,5.675210751750875,4.142358410774767,1.0,47.5
P0276,37.0,M,Android,Advanced,1.0,17.569621328811845,2.0,3.0,5.0,3.0,2.0,4.0,4.0,5.0,2.0,3.0,6.0,4.0,5.0,17.7698842251748,17.165539149410026,3.950067875759795,5.907877601893576,5.925153354081179,5.753265680946423,1.0,42.5
P0277,43.0,F,iOS,Intermediate,1.0,41.79392579188163,5.0,3.0,4.0,2.0,4.0,5.0,2.0,5.0,3.0,1.0,3.0,5.0,5.0,7.532952753690145,5.184646351938668,3.5743224058571847,6.139875402062065,6.978238119329558,4.180554250592601,1.0,55.0
P0278,36.0,M,Android,Intermediate,1.0,86.79197451370803,3.0,3.0,5.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,7.0,5.0,5.0,6.318223981332381,16.319897226784168,3.950067875759795,5.907877601893576,6.615689523554679,5.3250270894331235,1.0,60.0
P0279,39.0,F,iOS,Intermediate,1.0,47.82082186111787,5.0,4.0,5.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,7.0,7.0,4.0,11.157682489951323,6.535925484312801,3.950067875759795,5.907877601893576,6.403264067324093,5.3932089805746966,1.0,57.5
P0280,18.0,F,iOS,Intermediate,0.0,59.44847334853908,4.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,11.859565114977537,15.28520494881706,0.468315142002898,5.4615008442318755,5.836435728629107,4.837705660086389,1.0,45.0
P0281,33.0,F,Android,Beginner,1.0,87.89437728114477,4.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,5.0,5.0,21.0,8.571464233672586,3.950067875759795,5.907877601893576,6.613073353517538,5.683135102223384,1.0,60.0
P0282,18.0,Other,Android,Intermediate,1.0,48.64345407162595,2.0,2.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,11.19191175703433,6.6275657281797224,4.449299132637169,6.050412224909648,5.4471776359642465,5.5915466478157185,1.0,42.5
P0283,32.0,F,Android,Intermediate,1.0,193.17749734022323,2.0,5.0,5.0,3.0,2.0,4.0,5.0,4.0,3.0,2.0,6.0,4.0,3.0,21.0,12.541442783289211,4.006056182300835,6.038431358754545,6.051718756936976,5.974050475455817,1.0,47.5
P0284,36.0,M,iOS,Intermediate,1.0,30.621458102835767,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,1.0,5.0,5.0,3.0,14.99861553398912,11.673571906742852,13.431475773898146,6.3355727744913075,5.996069806601005,3.965298489620637,1.0,62.5
P0285,30.0,M,iOS,Advanced,1.0,116.5704421681088,5.0,3.0,2.0,4.0,5.0,3.0,1.0,4.0,2.0,5.0,5.0,5.0,6.0,10.202261391945944,18.60527700153787,3.950067875759795,6.6107003702186145,6.051718756936976,4.701087190746857,1.0,40.0
P0286,40.0,M,iOS,Beginner,0.0,55.94623106276499,4.0,4.0,4.0,4.0,4.0,5.0,1.0,3.0,2.0,5.0,6.0,5.0,6.0,9.414922911920351,5.197278734082833,2.8846006218702716,4.632653069353452,4.567839797565176,3.780431091344026,1.0,35.0
P0287,40.0,Other,Android,Advanced,1.0,88.0351135431061,5.0,3.0,4.0,4.0,2.0,3.0,5.0,2.0,5.0,5.0,6.0,5.0,4.0,11.721235024536158,15.25950669118926,7.8875859294731185,5.2213741520445005,6.430232633116786,5.897427022644176,1.0,60.0
P0288,45.0,Other,Desktop,Advanced,1.0,63.42275990618413,4.0,4.0,3.0,5.0,1.0,5.0,1.0,5.0,4.0,4.0,4.0,5.0,4.0,6.5257287770634615,11.48589727796617,3.950067875759795,5.907877601893576,6.86437313702633,4.604429661959547,1.0,25.0
P0289,18.0,M,Android,Intermediate,0.0,30.83550540086075,5.0,4.0,2.0,5.0,4.0,5.0,4.0,1.0,5.0,3.0,5.0,6.0,7.0,20.896501610286727,19.335781336312905,7.029875492593344,3.776619614768599,5.041630946291528,4.726820621349517,1.0,55.0
P0290,35.0,F,iOS,Beginner,1.0,44.50227097325642,4.0,4.0,5.0,3.0,2.0,5.0,5.0,4.0,1.0,4.0,5.0,5.0,5.0,4.313792356425757,4.00713596680113,3.950067875759795,6.571945043205442,5.927332525900468,4.600077933050514,1.0,42.5
P0291,22.0,M,Android,Advanced,1.0,62.21334926105794,5.0,3.0,4.0,4.0,2.0,5.0,4.0,5.0,4.0,2.0,5.0,3.0,5.0,18.14876394741584,10.63439127237125,3.950067875759795,5.971799949993116,6.894855180487658,3.792795266409693,1.0,50.0
P0292,26.0,F,iOS,Intermediate,1.0,19.723245032388935,2.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,7.0,3.0,4.0,7.660269161405725,6.7192272924847405,3.950067875759795,5.563146901854146,6.051718756936976,5.691535611109833,1.0,35.0
P0293,18.0,Other,Android,Beginner,1.0,22.89793661363771,2.0,2.0,4.0,5.0,3.0,2.0,5.0,5.0,4.0,3.0,3.0,5.0,6.0,21.0,5.670848125439778,7.872340557701456,6.388216594092895,6.493968695487585,4.978561037748672,1.0,52.5
P0294,28.0,M,iOS,Intermediate,1.0,22.136099697395604,5.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,6.0,6.0,6.0,15.213115531154385,9.531679614643478,3.950067875759795,5.4524449331348706,6.8969107882824146,5.1098084239723205,1.0,47.5
P0295,39.0,M,iOS,Beginner,1.0,89.23970552243219,3.0,5.0,2.0,5.0,4.0,4.0,2.0,3.0,5.0,4.0,5.0,5.0,6.0,4.555442585088949,9.23995902220525,3.950067875759795,5.907877601893576,6.110056318633493,3.07092315716224,1.0,37.5
P0296,39.0,F,Unknown,Advanced,1.0,136.64468233229795,3.0,4.0,4.0,5.0,1.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,6.0,11.331140535304122,11.064834564172248,3.950067875759795,5.907877601893576,6.051718756936976,6.106176171308196,1.0,42.5
P0297,32.0,M,iOS,Intermediate,1.0,80.81190511088445,5.0,1.0,5.0,5.0,5.0,2.0,3.0,2.0,5.0,4.0,6.0,5.0,5.0,5.45583881899592,5.994972970625875,3.950067875759795,6.682740353233813,6.8875381271903,5.44400791892787,1.0,72.5
P0298,31.0,M,iOS,Intermediate,0.0,45.28010855639013,3.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,2.0,6.0,6.0,6.0,5.959657112129341,8.057968864514871,6.497199782801574,4.399887344890777,6.0188973217420045,5.360391483522078,1.0,60.0
P0299,33.0,F,iOS,Intermediate,1.0,74.15780723584203,4.0,3.0,2.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,6.0,6.0,6.0,10.373367242370852,5.2832457753734365,3.950067875759795,5.0445816692719685,6.051718756936976,4.390430549507525,1.0,62.5
P0301,54.0,F,iOS,Intermediate,1.0,138.6013012325918,5.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,7.0,6.0,21.0,6.33303578705905,4.6940459232283835,6.542684628730582,6.411565946194052,3.93126638035418,1.0,55.0
P0302,25.0,F,iOS,Beginner,1.0,35.70264384596157,4.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,18.8194483282787,5.540114231158241,2.986624344019102,4.787861470274182,5.076643740437751,4.693622656736705,1.0,57.5
P0303,42.0,F,Android,Advanced,0.0,21.157539321700067,3.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,6.0,5.0,6.0,19.427404299653077,10.129335073168786,1.2238020441081885,5.59838276659817,6.004908874301512,4.6029788646199625,1.0,42.5
P0305,30.0,F,Desktop,Beginner,1.0,32.52045100366919,4.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,5.4840073746791616,11.019829185937684,3.950067875759795,5.923561713332324,5.884224297455783,5.282073765995834,1.0,57.5
P0306,43.0,M,Android,Intermediate,1.0,149.49726911112558,4.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,2.0,6.0,5.0,6.0,4.427756330728977,9.4179273064193,3.950067875759795,6.791798061679489,6.562082160644651,5.965436860844476,1.0,67.5
P0307,20.0,F,Desktop,Intermediate,1.0,120.89356346465154,5.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,5.0,4.0,7.0,5.0,6.0,15.3565470403959,11.444084520272847,3.950067875759795,5.675958308721675,5.553502086349193,4.887735142062764,1.0,55.0
P0308,52.0,F,iOS,Unknown,1.0,94.18954351319378,5.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,3.0,9.899592657412256,11.865962340330697,3.950067875759795,6.056270061416496,6.103984387424811,5.507207006743373,1.0,60.0
P0309,45.0,M,iOS,Intermediate,1.0,84.84698785887824,3.0,3.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,6.0,5.0,5.367636352176378,7.164551698329269,3.950067875759795,6.089182294356014,6.988136830321471,5.526691347373622,1.0,50.0
P0311,28.0,F,iOS,Beginner,1.0,80.50488888927912,3.0,3.0,4.0,1.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,5.0,10.265353922099662,7.085907007937624,3.950067875759795,4.2803383415089264,6.051718756936976,4.59722898992214,1.0,62.5
P0312,38.0,F,Desktop,Advanced,1.0,81.13483914821201,2.0,1.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,18.98689211247128,8.869684952002347,3.950067875759795,5.805262774650542,6.051718756936976,5.131930469318504,1.0,60.0
P0313,29.0,Prefer not to say,Android,Beginner,1.0,120.21197376516,4.0,2.0,1.0,5.0,2.0,3.0,4.0,2.0,5.0,1.0,7.0,6.0,4.0,17.025836105479357,13.707415995527551,0.0589146838516709,6.6929048318943485,6.051718756936976,3.6324804171934537,1.0,57.5
P0314,36.0,F,Desktop,Beginner,1.0,46.51198821927894,3.0,4.0,5.0,4.0,3.0,1.0,5.0,4.0,5.0,4.0,7.0,7.0,6.0,5.435777027343137,9.82750800226436,5.136974011863389,5.907877601893576,6.215669900018577,5.471202676484268,1.0,60.0
P0315,41.0,M,Desktop,Intermediate,1.0,64.87270259201507,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,7.083541172163674,5.90823869781963,3.950067875759795,5.907877601893576,6.490512145770469,3.818459584861752,1.0,45.0
P0316,45.0,F,Android,Advanced,1.0,50.872157083749485,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,10.313185936037891,11.006649817088023,3.950067875759795,6.831841451733736,6.051718756936976,3.941925458074086,1.0,45.0
P0318,34.0,M,iOS,Advanced,0.0,107.19753881201537,2.0,5.0,5.0,2.0,4.0,5.0,3.0,5.0,5.0,5.0,7.0,5.0,7.0,9.860188228216598,2.8146852334347576,0.6656357359307885,5.0719192626552,5.573551779544963,6.416134092867271,1.0,42.5
P0320,42.0,Prefer not to say,Desktop,Advanced,1.0,122.86077649856756,4.0,4.0,5.0,3.0,5.0,3.0,2.0,1.0,4.0,3.0,5.0,4.0,6.0,18.403104049379028,7.940363840224475,3.950067875759795,5.553386090830678,6.051718756936976,5.089413989324792,1.0,65.0
P0321,18.0,F,Android,Advanced,1.0,82.78355232493217,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,6.0,10.598654291857262,15.325515175648473,3.950067875759795,5.907877601893576,6.3711512371563295,5.354592198068579,1.0,50.0
P0322,36.0,F,Desktop,Beginner,0.0,14.2510123171379,5.0,3.0,5.0,5.0,2.0,1.0,5.0,5.0,4.0,3.0,6.0,4.0,3.0,21.0,10.753363554490686,5.909631466332229,3.839824493861822,4.268564385598805,5.330769771995495,1.0,60.0
P0323,46.0,F,iOS,Advanced,1.0,69.92099096426809,4.0,3.0,5.0,3.0,5.0,5.0,5.0,2.0,4.0,5.0,7.0,6.0,5.0,21.0,9.606574305632725,3.950067875759795,5.907877601893576,5.711695760073452,4.406007792541138,1.0,62.5
P0325,35.0,M,Android,Intermediate,1.0,50.76185060734753,5.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,6.0,5.0,21.0,9.4680022636704,3.950067875759795,6.600072604057254,6.169709129907684,6.2064167071356495,1.0,50.0
P0326,46.0,F,iOS,Advanced,1.0,142.53186253483142,2.0,5.0,4.0,5.0,3.0,2.0,4.0,5.0,5.0,4.0,6.0,5.0,6.0,19.259488095049683,5.092000286636148,3.950067875759795,5.907877601893576,5.939929001793708,2.271820560617921,1.0,42.5
P0327,26.0,F,Android,Beginner,1.0,68.81616794285415,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,6.0,6.0,4.0,21.0,16.95100683494888,9.836925178070404,5.819783102706867,6.051718756936976,3.4237648249741506,1.0,52.5
P0328,27.0,M,Android,Advanced,1.0,39.78646590649017,3.0,3.0,2.0,5.0,3.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,21.0,6.835901190753529,4.579849055863951,6.439157924563846,6.782926014161189,4.996131439464043,1.0,40.0
P0329,19.0,M,iOS,Advanced,1.0,59.04315518115015,4.0,3.0,4.0,5.0,3.0,2.0,5.0,3.0,4.0,2.0,6.0,5.0,6.0,6.513575750924171,13.530738707918342,3.950067875759795,6.572910277440161,6.051718756936976,3.68566540917278,1.0,62.5
P0330,43.0,F,iOS,Intermediate,1.0,104.81488099710792,5.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,1.0,5.0,7.0,6.0,15.298973174912726,13.64350073725,3.950067875759795,5.907877601893576,6.49830182245111,3.919924578900712,1.0,67.5
P0332,30.0,M,Android,Advanced,1.0,63.69586153930124,5.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,6.0,5.0,21.0,14.364768661755445,0.7387476226880328,5.265449925196187,5.033598673198993,4.484531859032588,1.0,45.0
P0333,30.0,M,iOS,Beginner,1.0,56.98568523509031,5.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,6.0,6.0,7.0,13.42409301978569,14.525943066828024,4.7410307864622645,5.907877601893576,6.051718756936976,6.127612122338251,1.0,57.5
P0335,60.0,Other,iOS,Advanced,1.0,88.98547442931208,4.0,2.0,3.0,5.0,5.0,4.0,5.0,3.0,1.0,5.0,4.0,4.0,5.0,21.0,5.869747967061286,3.950067875759795,6.694604839892883,5.628259575399281,4.039499280516506,1.0,47.5
P0338,31.0,M,Android,Intermediate,1.0,47.07052645372452,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,6.0,5.0,13.221769049697537,5.067783999243596,3.950067875759795,5.907877601893576,6.924680038195735,2.3089203273290453,1.0,50.0
P0339,29.0,F,Desktop,Beginner,1.0,219.77071261885828,3.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,6.0,6.785568986416269,19.284690062891855,1.3226294347638188,6.671716044030585,5.564835278927467,5.454111984268361,1.0,45.0
P0340,41.0,F,Android,Intermediate,0.0,85.15567800549168,3.0,3.0,4.0,4.0,4.0,5.0,3.0,2.0,5.0,3.0,5.0,6.0,4.0,10.71112640019434,21.0,2.407247623522638,1.3654062010170231,4.634431950060757,4.930650676118674,1.0,55.0
P0341,52.0,M,Android,Intermediate,1.0,11.514283221124984,5.0,5.0,2.0,4.0,5.0,5.0,1.0,2.0,4.0,4.0,6.0,5.0,4.0,10.10234033676882,15.65762792336533,3.950067875759795,5.907877601893576,6.75394731381201,4.057604310651056,1.0,42.5
P0342,44.0,Other,Desktop,Advanced,1.0,36.152835905595104,4.0,5.0,2.0,3.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,6.0,5.0,9.349195461571007,7.071240342560985,3.950067875759795,4.942882091508354,5.523300092600181,4.538675101990717,1.0,45.0
P0343,31.0,F,Desktop,Advanced,1.0,96.3407136158422,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,7.0,6.0,21.0,11.743547648714074,3.950067875759795,5.209965714768235,6.946760864176505,5.452047523333553,1.0,55.0
P0344,28.0,F,Desktop,Advanced,1.0,27.231155538118664,4.0,5.0,4.0,4.0,4.0,5.0,3.0,2.0,5.0,4.0,6.0,5.0,7.0,20.12891169354578,9.784681813887186,3.950067875759795,6.880971985626272,6.051718756936976,4.802659951348804,1.0,50.0
P0345,18.0,F,Android,Beginner,1.0,219.77071261885828,5.0,2.0,1.0,4.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,6.0,5.0,21.0,6.805361018172742,3.950067875759795,5.907877601893576,5.26180468653678,3.771596070423165,1.0,40.0
P0346,42.0,M,iOS,Beginner,1.0,55.83072242684976,3.0,5.0,4.0,3.0,1.0,5.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,9.89062042096051,8.574245924066158,16.0,5.907877601893576,6.541229961635739,5.063665032708146,1.0,37.5
P0347,51.0,F,iOS,Intermediate,0.0,66.8184286096494,3.0,5.0,3.0,5.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,6.0,19.569271595012463,10.19166898611802,0.1075298737313815,2.30258507544155,4.65688163858596,5.667361593064533,1.0,37.5
P0348,50.0,F,iOS,Advanced,1.0,33.802179618694176,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,2.0,5.0,5.0,5.0,13.54623938033519,11.686013003727924,8.703691895782718,6.842442735948126,6.847788870943771,3.5924836141700975,1.0,60.0
